"linebacker_2.11","117","2.0174257224425673E-4"
"linebacker_2.12","1126","0.0019415566930547357"
"ember-core_2.11","87","1.5001371502876282E-4"
"ember-core_2.12","70","1.2070068623870611E-4"
"log4cats-core_2.11","346","5.966062308289111E-4"
"log4cats-core_2.12","25518","0.044000573456287384"
"log4cats-core_sjs0.6_2.11","63","1.0863061470445246E-4"
"log4cats-core_sjs0.6_2.12","108","1.8622391507960856E-4"
"log4cats-log4s_2.11","101","1.741538435453549E-4"
"log4cats-log4s_2.12","363","6.259192596189678E-4"
"log4cats-scribe_2.11","69","1.1897638614755124E-4"
"log4cats-scribe_2.12","281","4.845270304940641E-4"
"log4cats-scribe_sjs0.6_2.11","65","1.1207920761080459E-4"
"log4cats-scribe_sjs0.6_2.12","68","1.1725209333235398E-4"
"log4cats-testing_2.11","73","1.258735719602555E-4"
"log4cats-testing_2.12","2712","0.004676289390772581"
"log4cats-testing_sjs0.6_2.11","68","1.1725209333235398E-4"
"log4cats-testing_sjs0.6_2.12","99","1.7070525791496038E-4"
"log4cats_2.11","19","3.2761614420451224E-5"
"log4cats_2.12","17","2.9313023333088495E-5"
"cats-par_2.11","98","1.689809578238055E-4"
"cats-par_2.12","1219","0.0021019161213189363"
"cats-par_sjs0.6_2.11","25","4.310738586355001E-5"
"cats-par_sjs0.6_2.12","35","6.0350343119353056E-5"
"cats-scalacheck_2.11","107","1.8449961498845369E-4"
"cats-scalacheck_2.12","5272","0.009090485982596874"
"cats-scalacheck_sjs0.6_2.11","33","5.6901750213000923E-5"
"cats-scalacheck_sjs0.6_2.12","31","5.34531609446276E-5"
"log4cats-log4s_sjs0.6_2.11","72","1.2414927186910063E-4"
"log4cats-log4s_sjs0.6_2.12","70","1.2070068623870611E-4"
"log4cats-slf4j-internal_2.11","131","2.2588271531276405E-4"
"log4cats-slf4j-internal_2.12","538","9.27670975215733E-4"
"log4cats-slf4j_2.11","342","5.897090886719525E-4"
"log4cats-slf4j_2.12","27301","0.04707499220967293"
"scalaz-task-effect_2.11","29","5.0004568038275465E-5"
"scalaz-task-effect_2.12","25","4.310738586355001E-5"
"testcontainers-specs2_2.11","84","1.448408147552982E-4"
"testcontainers-specs2_2.12","517","8.914607460610569E-4"
"data-maybe_2.11","8","1.3794364349450916E-5"
"data-maybe_2.12","10","1.7242955436813645E-5"
"data-maybe-cats_2.11","7","1.2070068805769552E-5"
"data-maybe-cats_2.12","6","1.0345773262088187E-5"
"log4scalaz-log4s_2.11","61","1.0518202179810032E-4"
"log4scalaz-log4s_2.12","66","1.1380350042600185E-4"
"mules_2.11","74","1.2759787205141038E-4"
"mules_2.12","268","4.621112020686269E-4"
"cormorant-core_2.11","148","2.5519574410282075E-4"
"cormorant-core_2.12","2936","0.005062531679868698"
"cormorant-fs2_2.11","109","1.8794821517076343E-4"
"cormorant-fs2_2.12","1079","0.001860514865256846"
"cormorant-generic_2.11","98","1.689809578238055E-4"
"cormorant-generic_2.12","2463","0.004246939904987812"
"cormorant-http4s_2.11","55","9.483625035500154E-5"
"cormorant-http4s_2.12","109","1.8794821517076343E-4"
